match,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,prop_id,under_prop_id,agency
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Logan O'Hoppe,Los Angeles Angels,Oakland Athletics,1.5,3,NA,800453,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Brandon Drury,Los Angeles Angels,Oakland Athletics,1.5,3.4,NA,800454,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Taylor Ward,Los Angeles Angels,Oakland Athletics,1.5,3.5,NA,800455,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Zach Neto,Los Angeles Angels,Oakland Athletics,1.5,3.5,NA,800456,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Mickey Moniak,Los Angeles Angels,Oakland Athletics,1.5,4.5,NA,800458,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Jo Adell,Los Angeles Angels,Oakland Athletics,1.5,4.75,NA,800459,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Lourdes Gurriel Jr.,Arizona Diamondbacks,Los Angeles Dodgers,0.5,1.45,NA,800628,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Ketel Marte,Arizona Diamondbacks,Los Angeles Dodgers,0.5,1.48,NA,800632,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Christian Walker,Arizona Diamondbacks,Los Angeles Dodgers,0.5,1.5,NA,800629,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Corbin Carroll,Arizona Diamondbacks,Los Angeles Dodgers,0.5,1.5,NA,800630,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Gabriel Moreno,NA,NA,0.5,1.52,NA,800631,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Joc Pederson,Arizona Diamondbacks,Los Angeles Dodgers,0.5,1.55,NA,800633,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Alek Thomas,NA,NA,0.5,1.62,NA,800634,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Eugenio Suárez,Arizona Diamondbacks,Los Angeles Dodgers,0.5,1.72,NA,800635,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Geraldo Perdomo,Arizona Diamondbacks,Los Angeles Dodgers,0.5,1.8,NA,800627,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Shohei Ohtani,Los Angeles Dodgers,Arizona Diamondbacks,0.5,1.35,NA,800620,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Freddie Freeman,Los Angeles Dodgers,Arizona Diamondbacks,0.5,1.38,NA,800618,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Will Smith,Los Angeles Dodgers,Arizona Diamondbacks,0.5,1.4,NA,800621,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Miguel Rojas,Los Angeles Dodgers,Arizona Diamondbacks,0.5,1.45,NA,800622,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Andy Pages,Los Angeles Dodgers,Arizona Diamondbacks,0.5,1.48,NA,800623,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Gavin Lux,Los Angeles Dodgers,Arizona Diamondbacks,0.5,1.58,NA,800624,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Jason Heyward,Los Angeles Dodgers,Arizona Diamondbacks,0.5,1.62,NA,800625,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Chris Taylor,Los Angeles Dodgers,Arizona Diamondbacks,0.5,1.8,NA,800626,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Shohei Ohtani,Los Angeles Dodgers,Arizona Diamondbacks,1.5,2.6,NA,800638,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Freddie Freeman,Los Angeles Dodgers,Arizona Diamondbacks,1.5,2.8,NA,800636,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Will Smith,Los Angeles Dodgers,Arizona Diamondbacks,1.5,2.9,NA,800639,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Miguel Rojas,Los Angeles Dodgers,Arizona Diamondbacks,1.5,3.1,NA,800640,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Andy Pages,Los Angeles Dodgers,Arizona Diamondbacks,1.5,3.2,NA,800641,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Gavin Lux,Los Angeles Dodgers,Arizona Diamondbacks,1.5,3.75,NA,800642,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Jason Heyward,Los Angeles Dodgers,Arizona Diamondbacks,1.5,4,NA,800643,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Chris Taylor,Los Angeles Dodgers,Arizona Diamondbacks,1.5,5,NA,800644,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Lourdes Gurriel Jr.,Arizona Diamondbacks,Los Angeles Dodgers,1.5,3.2,NA,800645,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Ketel Marte,Arizona Diamondbacks,Los Angeles Dodgers,1.5,3.2,NA,800646,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Corbin Carroll,Arizona Diamondbacks,Los Angeles Dodgers,1.5,3.3,NA,800648,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Christian Walker,Arizona Diamondbacks,Los Angeles Dodgers,1.5,3.3,NA,800649,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Gabriel Moreno,NA,NA,1.5,3.4,NA,800647,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Joc Pederson,Arizona Diamondbacks,Los Angeles Dodgers,1.5,3.75,NA,800650,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Alek Thomas,NA,NA,1.5,4,NA,800651,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Eugenio Suárez,Arizona Diamondbacks,Los Angeles Dodgers,1.5,4.25,NA,800652,NA,TAB
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Player Hits,Geraldo Perdomo,Arizona Diamondbacks,Los Angeles Dodgers,1.5,5,NA,800653,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Julio Rodriguez,NA,NA,0.5,1.48,NA,800812,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Josh Rojas,Seattle Mariners,Baltimore Orioles,0.5,1.55,NA,800813,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,J.P. Crawford,Seattle Mariners,Baltimore Orioles,0.5,1.55,NA,800815,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Cal Raleigh,Seattle Mariners,Baltimore Orioles,0.5,1.58,NA,800814,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Ty France,Seattle Mariners,Baltimore Orioles,0.5,1.62,NA,800816,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Jorge Polanco,NA,NA,0.5,1.65,NA,800817,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Mitch Haniger,Seattle Mariners,Baltimore Orioles,0.5,1.65,NA,800818,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Luke Raley,Seattle Mariners,Baltimore Orioles,0.5,1.65,NA,800819,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Ryan O'Hearn,Baltimore Orioles,Seattle Mariners,0.5,1.38,NA,800822,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Gunnar Henderson,Baltimore Orioles,Seattle Mariners,0.5,1.4,NA,800821,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Adley Rutschman,Baltimore Orioles,Seattle Mariners,0.5,1.45,NA,800823,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Jordan Westburg,Baltimore Orioles,Seattle Mariners,0.5,1.48,NA,800824,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Anthony Santander,Baltimore Orioles,Seattle Mariners,0.5,1.52,NA,800825,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Heston Kjerstad,NA,NA,0.5,1.58,NA,800826,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Cedric Mullins,Baltimore Orioles,Seattle Mariners,0.5,1.62,NA,800827,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Colton Cowser,Baltimore Orioles,Seattle Mariners,0.5,1.65,NA,800828,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Jorge Mateo,Baltimore Orioles,Seattle Mariners,0.5,1.75,NA,800829,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Julio Rodriguez,NA,NA,1.5,3.2,NA,800830,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Josh Rojas,Seattle Mariners,Baltimore Orioles,1.5,3.3,NA,800831,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,J.P. Crawford,Seattle Mariners,Baltimore Orioles,1.5,3.5,NA,800832,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Ty France,Seattle Mariners,Baltimore Orioles,1.5,3.75,NA,800834,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Cal Raleigh,Seattle Mariners,Baltimore Orioles,1.5,4,NA,800833,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Luke Raley,Seattle Mariners,Baltimore Orioles,1.5,4,NA,800835,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Mitch Haniger,Seattle Mariners,Baltimore Orioles,1.5,4.25,NA,800837,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Jorge Polanco,NA,NA,1.5,4.5,NA,800836,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Gunnar Henderson,Baltimore Orioles,Seattle Mariners,1.5,2.7,NA,800839,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Ryan O'Hearn,Baltimore Orioles,Seattle Mariners,1.5,2.8,NA,800840,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Adley Rutschman,Baltimore Orioles,Seattle Mariners,1.5,3,NA,800841,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Jordan Westburg,Baltimore Orioles,Seattle Mariners,1.5,3.1,NA,800842,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Anthony Santander,Baltimore Orioles,Seattle Mariners,1.5,3.5,NA,800843,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Heston Kjerstad,NA,NA,1.5,3.6,NA,800844,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Cedric Mullins,Baltimore Orioles,Seattle Mariners,1.5,4,NA,800845,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Colton Cowser,Baltimore Orioles,Seattle Mariners,1.5,4,NA,800846,NA,TAB
Seattle Mariners v Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Player Hits,Jorge Mateo,Baltimore Orioles,Seattle Mariners,1.5,4.75,NA,800847,NA,TAB
