id,name,rot_num,line_id,price,handicap,selection,home_team,away_team
1610108718,Under,971,5010254679,1.751,1.5,Brent Rooker (Total Bases)(must start),Athletics,Los Angeles Angels
1610108774,Over,970,5010312367,1.934,1.5,Zach Neto (Total Bases)(must start),Athletics,Los Angeles Angels
1610108775,Under,971,5010312368,1.813,1.5,Zach Neto (Total Bases)(must start),Athletics,Los Angeles Angels
1610108711,Over,970,5010312343,2.18,1.5,Jo Adell (Total Bases)(must start),Athletics,Los Angeles Angels
1610108712,Under,971,5010312344,1.636,1.5,Jo Adell (Total Bases)(must start),Athletics,Los Angeles Angels
1610108699,Over,970,5010312333,1.5,0.5,Luis Urías (Total Bases)(must start),Athletics,Los Angeles Angels
1610108700,Under,971,5010312334,2.48,0.5,Luis Urías (Total Bases)(must start),Athletics,Los Angeles Angels
1610108702,Over,970,5010312335,2.12,1.5,Luis Rengifo (Total Bases)(must start),Athletics,Los Angeles Angels
1610108703,Under,971,5010312336,1.671,1.5,Luis Rengifo (Total Bases)(must start),Athletics,Los Angeles Angels
1610108753,Over,970,5010312357,2.11,1.5,Logan O'Hoppe (Total Bases)(must start),Athletics,Los Angeles Angels
1610108754,Under,971,5010312358,1.675,1.5,Logan O'Hoppe (Total Bases)(must start),Athletics,Los Angeles Angels
1610108690,Over,970,5010312329,2.0,1.5,Taylor Ward (Total Bases)(must start),Athletics,Los Angeles Angels
1610108691,Under,971,5010312330,1.751,1.5,Taylor Ward (Total Bases)(must start),Athletics,Los Angeles Angels
1610108756,Over,970,5010254690,1.549,0.5,Matthew Lugo (Total Bases)(must start),Athletics,Los Angeles Angels
1610108757,Under,971,5010254691,2.36,0.5,Matthew Lugo (Total Bases)(must start),Athletics,Los Angeles Angels
1610108696,Over,970,5010254666,2.01,1.5,Jorge Soler (Total Bases)(must start),Athletics,Los Angeles Angels
1610108697,Under,971,5010254667,1.746,1.5,Jorge Soler (Total Bases)(must start),Athletics,Los Angeles Angels
1610108747,Over,970,5010254684,1.632,0.5,Max Schuemann (Total Bases)(must start),Athletics,Los Angeles Angels
1610108748,Under,971,5010254685,2.19,0.5,Max Schuemann (Total Bases)(must start),Athletics,Los Angeles Angels
1610108684,Over,970,5010312319,2.34,1.5,Miguel Andujar (Total Bases)(must start),Athletics,Los Angeles Angels
1610108685,Under,971,5010312320,1.555,1.5,Miguel Andujar (Total Bases)(must start),Athletics,Los Angeles Angels
1610108859,Over,960,5010224065,1.751,0.5,Max Muncy (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108860,Under,961,5010224066,2.0,0.5,Max Muncy (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108923,Over,960,5010340151,1.598,0.5,Geraldo Perdomo (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108924,Under,961,5010340152,2.25,0.5,Geraldo Perdomo (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108862,Over,960,5010356669,2.28,1.5,Mookie Betts (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108863,Under,961,5010356670,1.578,1.5,Mookie Betts (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108926,Over,960,5010340153,1.671,0.5,Alek Thomas (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108927,Under,961,5010340154,2.12,0.5,Alek Thomas (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108850,Over,960,5010355103,2.23,1.5,Freddie Freeman (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108851,Under,961,5010355104,1.606,1.5,Freddie Freeman (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108917,Over,960,5010224097,1.617,0.5,Tommy Edman (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108918,Under,961,5010224098,2.22,0.5,Tommy Edman (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108856,Over,960,5010340013,2.29,1.5,Eugenio Suárez (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108857,Under,961,5010340014,1.581,1.5,Eugenio Suárez (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108920,Over,960,5010224099,2.51,1.5,Gabriel Moreno (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108921,Under,961,5010224100,1.49,1.5,Gabriel Moreno (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108881,Over,960,5010340021,1.763,0.5,Pavin Smith (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108882,Under,961,5010340022,1.99,0.5,Pavin Smith (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108887,Over,960,5010363815,1.892,1.5,Shohei Ohtani (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108888,Under,961,5010363816,1.847,1.5,Shohei Ohtani (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108878,Over,960,5010224075,2.41,1.5,Josh Naylor (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108879,Under,961,5010224076,1.526,1.5,Josh Naylor (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108929,Over,960,5010340155,2.42,1.5,Andy Pages (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108930,Under,961,5010340156,1.52,1.5,Andy Pages (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108866,Over,960,5010224069,2.36,1.5,Teoscar Hernández (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108867,Under,961,5010224070,1.549,1.5,Teoscar Hernández (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108935,Over,960,5010340159,2.11,1.5,Corbin Carroll (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108936,Under,961,5010340160,1.675,1.5,Corbin Carroll (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108872,Over,960,5010340019,2.26,1.5,Ketel Marte (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610108873,Under,961,5010340020,1.595,1.5,Ketel Marte (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610111132,Over,960,5010224111,1.74,0.5,Dalton Rushing (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610111133,Under,961,5010224112,2.02,0.5,Dalton Rushing (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610141660,Over,978,5010125592,1.561,0.5,Starling Marte (Total Bases)(must start),Boston Red Sox,New York Mets
1610141661,Under,979,5010125593,2.31,0.5,Starling Marte (Total Bases)(must start),Boston Red Sox,New York Mets
1610141664,Under,979,5010217502,2.05,0.5,Luis Torrens (Total Bases)(must start),Boston Red Sox,New York Mets
1610141663,Over,978,5010217501,1.714,0.5,Luis Torrens (Total Bases)(must start),Boston Red Sox,New York Mets
